GO	[-5.84 -0.55]	[-0.55 -0.29]	[-0.29 -0.15]	[-0.15 -0.05]	[-0.05 0.00]	[0.00 0.02]	[0.02 0.13]	[0.13 0.28]	[0.28 0.54]	[0.54 1.06]	[1.06 8.49]
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	4.828	-1.230	-4.561	-2.994	-0.292	3.197	-1.952	0.566	-0.958	1.607	0.308
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	3.703	-0.698	-2.679	-2.267	0.278	1.690	-4.304	-2.267	0.474	1.068	3.356
GSE40493_BCL6_KO_VS_WT_TREG_DN GSE40493_BCL6_KO_VS_WT_TREG_DN	2.001	-0.443	-2.982	-1.843	1.165	1.698	-2.350	-3.790	0.291	0.736	2.671
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	2.329	-1.078	-3.285	-2.775	0.503	1.341	-1.327	-1.078	-1.327	1.801	4.289
GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN	2.500	-3.944	-2.477	-3.122	0.850	2.500	-1.186	-0.354	-0.354	0.850	1.558
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP	2.359	-0.663	-2.512	-2.064	0.897	4.495	-1.683	-2.064	-0.855	-0.505	2.659
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN	3.703	-0.873	-2.267	-2.679	0.368	1.466	-0.698	-3.149	-0.698	1.068	3.038
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	4.562	-2.192	-0.398	-3.593	0.946	0.508	-1.259	-0.828	-1.259	0.396	3.154
GSE2585_CD80_HIGH_VS_LOW_MTEC_UP GSE2585_CD80_HIGH_VS_LOW_MTEC_UP	4.017	-1.446	-2.946	-1.446	1.880	1.880	-0.473	-2.946	0.334	-0.608	1.012
GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	3.762	-0.367	-0.839	-3.008	-1.067	3.042	-1.067	-2.038	-0.839	0.452	2.090
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_DN GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_DN	2.046	-0.646	-2.167	-4.171	0.309	0.309	-1.011	-1.507	0.964	1.796	2.880
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	3.347	-0.855	-0.663	-1.683	0.328	2.359	-3.039	-0.505	-2.064	1.091	1.084
GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP	2.156	-0.888	-0.437	-0.562	-0.888	-0.888	-1.095	-2.706	1.442	-0.562	5.510
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	3.622	0.426	-2.517	-1.770	-0.278	-0.278	-1.467	-1.467	-0.621	1.000	3.274
GSE27786_NKCELL_VS_ERYTHROBLAST_DN GSE27786_NKCELL_VS_ERYTHROBLAST_DN	2.313	1.146	-1.241	-1.241	-0.388	-0.388	-1.011	-3.033	-0.813	0.406	4.595
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	2.691	-0.391	-0.660	-0.513	0.409	1.614	-3.808	-1.901	-1.572	2.118	0.658
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN	2.017	-0.828	-1.837	-0.828	-0.398	-0.398	-2.192	-1.259	0.946	0.396	5.326
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	2.960	-0.567	0.527	-4.158	0.292	1.039	-0.956	-1.883	-0.743	0.292	2.302
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN	2.033	-0.388	-0.678	-3.070	2.631	-0.872	-1.381	-1.707	-0.388	2.322	0.703
GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN	3.776	0.301	-1.361	-1.361	0.301	0.997	-3.484	-0.301	-1.361	0.997	0.991
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP	3.128	0.293	-1.860	-0.843	0.767	1.302	-2.625	-1.278	-0.843	1.514	0.383
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_UP GSE40666_WT_VS_STAT4_KO_CD8_TCELL_UP	2.631	-0.872	-2.091	-1.381	0.558	1.069	-1.104	-2.091	0.428	0.708	1.754
GSE24210_IL35_TREATED_VS_RESTING_TREG_UP GSE24210_IL35_TREATED_VS_RESTING_TREG_UP	2.218	0.286	-1.061	-3.120	-1.061	0.286	-0.417	-1.569	1.280	1.087	1.481
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	2.249	0.293	-1.044	-1.860	-1.860	0.928	-1.278	0.387	-0.672	1.302	1.505
